Validation Result: FAILURE

Level,Path,Validation Type,Message
WARNING,"""/Data File Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Identifier/properties/Data File Identifier Type""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Identifier/properties/Data File Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Identifier/properties/Data File Name """,SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Language""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Language/properties/Other Language/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Language/properties/Primary Language""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study End Date""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Identifier Scheme Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Identifier Scheme""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Local Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Name""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Parent Study/items/properties/Study Start Date""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Process Version/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Process Version/items/properties/Execution Identifier of Process""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Process Version/items/properties/Process Name""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Process Version/items/properties/Process Unique Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Process Version/items/properties/Version Identifier of Process""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Related Resource/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Related Resource/items/properties/Related Resource Identifier Type""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Related Resource/items/properties/Related Resource Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Related Resource/items/properties/Relation of Data File to Resource""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Related Resource/items/properties/Resource Type Category""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Rights/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Rights/items/properties/License Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Rights/items/properties/License Name""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Rights/items/properties/License Text""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Data File Shape Coverage/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Data File Shape Coverage/items/properties/Latitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Data File Shape Coverage/items/properties/Longitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Data File Shape Coverage/items/properties/Point Number""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Easternmost Longitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Northernmost Latitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Southernmost Latitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Spatial Coverage/items/properties/Westernmost Longitude""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items/properties/Keyword""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items/properties/Subject Identifier Scheme Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items/properties/Subject Identifier Scheme""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items/properties/Subject Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Subjects and Keywords/items/properties/Subject Label""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Temporal Coverage/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Temporal Coverage/items/properties/Duration""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Temporal Coverage/items/properties/Temporal Extent Maximum Value""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Temporal Coverage/items/properties/Temporal Extent Minimum Value""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Temporal Coverage/items/properties/Temporal Resolution""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Title/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Title/items/properties/Data File Title""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Title/items/properties/Title Language""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Version""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Version/properties/Version""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items/properties/Vertical Extent Datum Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items/properties/Vertical Extent Datum""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items/properties/Vertical Extent Maximum Value""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items/properties/Vertical Extent Minimum Value""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data File Vertical Coverage/items/properties/Vertical Extent Unit""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source Stream/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source Stream/items/properties/Data Stream Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source Stream/items/properties/Data Stream Name""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source Stream/items/properties/Data Stream Scheme Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source Stream/items/properties/Data Stream Scheme""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source/items/properties/Data Source Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source/items/properties/Data Source Name""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source/items/properties/Data Source Scheme Identifier""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Data Source/items/properties/Data Source Scheme""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Date/items""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, bibo:status, multiValued, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Date/items/properties/Data File Date Type""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
WARNING,"""/Date/items/properties/Data File Date""",SCHEMA_VALIDATION,"the following keywords are unknown and will be ignored: [@context, @id, @type, _ui, _valueConstraints, bibo:status, oslc:modifiedBy, pav:createdBy, pav:createdOn, pav:derivedFrom, pav:lastUpdatedOn, pav:version, schema:description, schema:identifier, schema:name, schema:schemaVersion, skos:altLabel, skos:prefLabel]"
